ID,Name,Default short code,Functional group,Sources using,Annotation count,MERMAID_BA,MERMAID_GF,Note
3097,Hard Coral (columnar),HC_column,Hard coral,132,3017,Hard coral,Columnar,
3078,Acropora tortuosa,AcrTort,Hard coral,9,8,Acropora tortuosa,,
3080,Dead Agaricia,D_Agari,Hard Substrate,18,11564,Dead coral,,
3073,Psammocora profundacella,PsamProf,Hard coral,28,108,Psammocora profundacella,,
3225,Paracyathus,Paracya,Hard coral,5,412,Paracyathus,,
3208,Anemone,Anemone,Other Invertebrates,290,5894,Anemone,,
1583,Acanthastrea echinata,AcanEch,Hard coral,28,1106,Acanthastrea echinata,,
2378,Acanthastrea hemprichii,AcanHem,Hard coral,5,4,Acanthastrea hemprichii,,
1545,Acropora clathrata,AcrClath,Hard coral,19,2255,Acropora clathrata,,
2384,Acropora elseyi,AcrEls,Hard coral,13,45,Acropora elseyi,,
149,Acropora florida,AcrFlo,Hard coral,18,273,Acropora florida,,
3289,Alveopora tizardi,AlTiz,Hard coral,7,5,Alveopora tizardi,,
2379,Acropora gemmifera,AcrGem,Hard coral,19,200,Acropora gemmifera,,
221,Acropora (corymbose),Acr_corym,Hard coral,119,19114,Acropora,Corymbose,
2380,Acropora loripes,AcrLor,Hard coral,10,4,Acropora loripes,,
2385,Acropora monticulosa,AcrMon,Hard coral,13,10,Acropora monticulosa,,
1356,Acropora prolifera,AcrPro,Hard coral,93,3812,Acropora prolifera,,
2388,Acropora spathulata,AcrSpa,Hard coral,6,0,Acropora spathulata,,
627,Acropora (submassive),Acr_sub,Hard coral,103,15047,Acropora,Submassive,
187,Acropora (tabulate),Acr_tab,Hard coral,223,119467,Acropora,Plates or tables,
1188,Agaricia humilis,AgHum,Hard coral,104,2684,Agaricia humilis,,
2568,Astrangia,Astran,Hard coral,12,0,Astrangia,,
1460,Astrangia poculata,AstranPoc,Hard coral,9,272,Astrangia poculata,,
2616,Astrea,Astrea,Hard coral,109,6361,Astrea,,
2272,Astreopora (sub-massive),Astreo_sub,Hard coral,9,0,Astreopora,Submassive,
2273,Blastomussa Sub-Massive,Blast_subm,Hard coral,8,0,Blastomussa,Submassive,
805,Cladocora caespitosa,ClaCae,Hard coral,21,8,Cladocora caespitosa,,
2109,Coscinaraea monile,CoMon,Hard coral,12,47,Coscinaraea monile,,
1580,Culicia tenella,CuTen,Hard coral,16,34,Culicia tenella,,
3232,Cycloseris,Cyclo,Hard coral,100,65,Cycloseris,,
2560,Cycloseris curvata,CycCur,Hard coral,12,60,Cycloseris curvata,,
2422,Cycloseris vaughani,CycVau,Hard coral,80,7,Cycloseris vaughani,,
1030,Cyphastrea ocellina,CyphOce,Hard coral,128,239,Cyphastrea ocellina,,
1609,Dipsastraea,Dipsa,Hard coral,161,55323,Dipsastraea,,
3056,Dipsastraea favus,DipsFav,Hard coral,10,1566,Dipsastraea favus,,
1949,Diploastrea heliopora,DiplHel,Hard coral,36,378,Diploastrea heliopora,,
3320,Dendrophyllia,Dendroph,Hard coral,23,82,Dendrophyllia,,
3322,Pavona clavus,PavClav,Hard coral,11,39,Pavona clavus,,
3292,Pavona (columnar),Pav_col,Hard coral,15,876,Pavona,Columnar,
3323,Pavona venosa,PavVen,Hard coral,28,1344,Pavona venosa,,Need to add to MERMAID. WORMS link: https://www.marinespecies.org/aphia.php?p=taxdetails&id=207301
3314,Favites (massive),Fav_mass,Hard coral,16,478,Favites,Massive,
3354,Acropora cytherea,AcrCyth,Hard coral,19,759,Acropora cytherea,,
3438,Hard Substrate,HS,Hard Substrate,274,1623875,Bare substrate,,
450,Pocillopora meandrina,PocMea,Hard coral,265,41553,Pocillopora meandrina,,
3413,Pavona (submassive),Pav_sub,Hard coral,23,368,Pavona,Submassive,
3463,Catalaphyllia,Catala,Hard coral,20,0,Catalaphyllia,,
3461,Oulophyllia,Ouloph,Hard coral,133,273,Oulophyllia,,
3466,Horastrea,Horastrea,Hard coral,13,0,Horastrea,,
3478,Ctenella,Ctenella,Hard coral,7,14,Ctenella,,
3473,Syringodium isoetifolium,SyrIso,Seagrass,15,97,Syringodium isoetifolium,,
3481,Cymodocea rotundata,CymRot,Seagrass,17,37603,Cymodocea rotundata,,
2237,Biofilm,biofilm,Soft Substrate,40,97985,Other,,
2493,Bleached Stylophora,B_Styloph,Hard coral,33,140,Bleached coral,,
3515,Pocillopora aliciae,PocAli,Hard coral,6,303,Pocillopora aliciae,,
3522,Ascidian (colonial),ASCD_col,Other Invertebrates,58,9482,Ascidian,,
3521,Ascidian (solitary),ASCD_sol,Other Invertebrates,48,8294,Ascidian,,
4486,Favites complanata,FavCom,Hard coral,7,491,Favites complanata,,
3797,Amphibolis antarctica,AmphAnt,Seagrass,8,1077,Amphibolis antarctica,,
3799,Posidonia,Pos,Seagrass,9,15773,Posidonia,,
3885,Dipsastraea maxima,DipsMax,Hard coral,8,34,Astraeosmilia maxima,,
3325,Turbinaria mesenterina,TurMes,Hard coral,10,139,Turbinaria mesenterina,,
222,Shadow,SHAD,Other,500,749372,Other,,
84,Sand,Sand,Soft Substrate,1757,10832392,Sand,,
1807,Silt/Clay,Silt,Soft Substrate,208,42963,Silt,,
59,Acropora,Acropora,Hard coral,515,527176,Acropora,,
4101,Anacropora,Anacropora,Hard coral,42,12,Anacropora,,
3464,Coeloseris,Coeloseris,Hard coral,64,317,Coeloseris,,
1870,Gardineroseris planulata,GaPlan,Hard coral,42,77,Gardineroseris planulata,,
3479,Heterocyathus,Heterocya,Hard coral,25,1,Heterocyathus,,
2046,Craterastrea,Craterastr,Hard coral,12,0,Craterastrea,,
691,Balanophyllia elegans,BalEle,Hard coral,12,746,Balanophyllia (Balanophyllia) elegans,,
1569,Cladopsammia gracilis,ClaGra,Hard coral,9,12,Cladopsammia gracilis,,
435,Turbinaria (algae),Turbin,Algae,307,96472,Turbinaria-algae,,
342,Echinoderms: sea urchin,Urchins,Other Invertebrates,504,25525,Sea urchin,,
228,Echinoderms,ECHINODERM,Other Invertebrates,147,742,Sea urchin,,
1827,TAPE,TAPE,Other,306,127595,Other,,
242,Hard Coral (branching),C_branch,Hard coral,333,92925,Hard coral,Branching,
101,CCA (crustose coralline algae),CCA,Algae,1218,2684355,Crustose coralline algae,,
554,Hydnophora,Hydno,Hard coral,273,16546,Hydnophora,,
142,Recent Dead Coral,RD_HC,Hard coral,291,16848,Dead coral,,
206,Bleached Astreopora,B_Astreo,Hard coral,35,582,Bleached coral,,
4520,Bleached Pocillopora damicornis,B_PocDam,Hard coral,99,90,Bleached coral,,
432,Avrainvillea,Avrainvil,Algae,78,1447,Avrainvillea,,
465,Dictyopteris,Dictyopter,Algae,113,29402,Dictyopteris,,
584,Ulva,Ulva,Algae,203,97943,Ulva,,
3620,Tunicate (colonial),Tun_col,Other Invertebrates,28,4864,Tunicate,?,
236,Hard Coral (submassive),HC_submass,Hard coral,174,29048,Hard coral,Submassive,
3101,Soft Coral (massive),SC_massive,Other Invertebrates,17,563,Soft coral,Massive,
3095,Hard Coral (free-living),HC_free,Hard coral,119,3570,Hard coral,Mushroom coral,
3120,Hydrozoan (arborescent),HZ_arbor,Other Invertebrates,9,190,Hydrozoa,Arborescent,
1799,Hydrozoa,HZ,Other Invertebrates,119,1415,Hydrozoa,,
3616,Sponge (arborescent),SP_arbor,Other Invertebrates,28,97,Sponge,Arborescent,
102,Sponge,SP,Other Invertebrates,1055,373557,Sponge,,
2328,Montastraea (encrusting),Monta_encr,Hard coral,14,57,Montastraea,Encrusting,
3253,Bleached Dipsastraea,B_Dipsa,Hard coral,37,1326,Bleached coral,,
4506,Dipsastraea veroni,DipsVer,Hard coral,6,88,Dipsastraea veroni,,
968,Dipsastraea matthai,DipsMatt,Hard coral,12,5610,Dipsastraea matthaii,,
473,Oculina,Oculina,Hard coral,44,17946,Oculina,,
1579,Pavona decussata,PavDec,Hard coral,33,4407,Pavona decussata,,
2605,Bleached Porites (massive),B_Por_mass,Hard coral,55,1697,Bleached coral,,
1951,Paragoniastrea russelli,ParagRus,Hard coral,11,394,Paragoniastrea russelli,,
3934,Favites micropentagonus,FavMic,Hard coral,7,5,Favites micropentagonus,,
1554,Favites acuticollis,FavAcu,Hard coral,12,293,Favites acuticollis,,
2064,Montipora (foliose),Monti_fol,Hard coral,58,44086,Montipora,Foliose,
4505,Acropora aculeus,AcrAcu,Hard coral,8,235,Acropora aculeus,,
3555,Halophila decipiens,HalophDec,Seagrass,13,4,Halophila decipiens,,
2611,Halophila hawaiiana,HalophHaw,Seagrass,11,144,Halophila hawaiiana,,
811,Halophila ovalis,HalophOva,Seagrass,37,14822,Halophila ovalis,,
3482,Halodule wrightii,HalodWri,Seagrass,28,8082,Halodule wrightii,,
2826,Thalassia testudinum,ThalTes,Seagrass,38,23094,Thalassia testudinum,,
3472,Thalassia hemprichii,ThalHemp,Seagrass,15,6757,Thalassia hemprichii,,
1967,Lobophyllia hemprichii,LoboHemp,Hard coral,15,14,Lobophyllia hemprichii,,
463,Turf and sand,Turf_sand,Algae,149,314985,Turf algae,,
3798,Zostera tasmanica,ZosTas,Seagrass,6,1231,Zostera tasmanica,,
4742,Acropora tenuis,AcrTen,Hard coral,19,248,Acropora tenuis,,
4953,Acanthastrea (encrusting),Acan_enc,Hard coral,13,157,Acanthastrea,Encrusting,
4954,Acanthastrea (massive),Acan_mas,Hard coral,11,42,Acanthastrea,Massive,
4960,Acropora (bushy),Acr_bush,Hard coral,15,1232,Acropora,Branching,
59,Acropora,Acropora,Hard coral,105,183326,Acropora,,
600,Acropora (arborescent),Acr_arb,Hard coral,17,4445,Acropora,Arborescent,
204,Acropora (branching),Acr_bra,Hard coral,32,9918,Acropora,Branching,
602,Acropora (digitate),Acr_dig,Hard coral,28,8111,Acropora,Digitate,
187,Acropora (tabulate),Acr_tab,Hard coral,26,10516,Acropora,Plates or tables,
5347,Acropora cf. pulchra,APULCHRA,Hard coral,5,25702,,,
2386,Acropora muricata,AcrMur,Hard coral,6,4016,Acropora muricata,,
58,Acanthastrea,Acanth,Hard coral,67,540,Acanthastrea,,
168,Acroporidae (branching),ACR_br,Hard coral,10,12099,Acroporidae,Branching,
69,Montastraea,Montastr,Hard coral,46,998,Montastraea,,Need to add to MERMAID
169,Acroporidae (plate/encrusting),ACR_p_e,Hard coral,5,3688,Acroporidae,Encrusting,
1357,Agaricia agaricites,AgAga,Hard coral,37,14005,Agaricia agaricites,,
64,Gardineroseris,Gardineros,Hard coral,61,1002,Gardineroseris,,
92,Algae,Algae,Algae,61,29589,Macroalgae,,
642,Algae (filamentous),AL_filam,Algae,17,5245,Macroalgae,,
139,Algae (fleshy),AL_fleshy,Algae,131,10399,Macroalgae,,
636,Algal Assemblage,AA,Algae,11,20533,Macroalgae,,
2235,Algal Turf,AlgalTurf,Algae,11,8654,Turf algae,,
68,Lobophyllia,Lobophyl,Hard coral,67,1282,Lobophyllia,,
103,All other,Other,Other,107,16814,Other,,
1591,Amphiroa sp.,Amphi,Algae,69,6090,Amphiroa,,
4574,ARMS-Barnacle,_BAR,Other Invertebrates,12,3206,Other invertebrates,,
2787,ARMS-Biofilm,Bact,Other,5,4681,Other,,
1897,ARMS-CREP-Bivalve,_BI,Other Invertebrates,15,5504,Bivalvia,,
1899,ARMS-CREP-Bryozoan,_BRY,Other Invertebrates,15,40729,Bryozoan,,
1889,ARMS-CREP-Calcareous Worm Tube,_CAWT,Other Invertebrates,15,14761,Other invertebrates,,
1885,ARMS-CREP-Coral,_CO,Hard coral,14,3338,Hard coral,,
1886,ARMS-CREP-No Recruitment,_NR,Other,14,28435,Other,,
1883,ARMS-CREP-Red encrusting macroalgae,_RDEN,Algae,14,2730,Macroalgae,,
1903,ARMS-CREP-Sponge,_SP,Other Invertebrates,14,24519,Sponge,,
1895,ARMS-CREP-Tunicate Colonial,_TUNC,Other Invertebrates,15,23377,Tunicate,,
1887,ARMS-CREP-Unavailable,_UNAV,Other,17,22220,Unknown,,
3563,Articulated coralline algae,ArtCA,Algae,9,2686,Crustose coralline algae,,
108,Meandroid (brain) corals,Brain,Hard coral,6,780,Hard coral,Massive,
227,Ascidian,ASCD,Other Invertebrates,55,2992,Ascidian,,
3522,Ascidian (colonial),ASCD_col,Other Invertebrates,8,2262,Ascidian,,
128,Sarcophyton,Sarco,Other Invertebrates,33,1006,Sarcophyton,,
136,Cladiella,Clad,Other Invertebrates,10,531,Cladiella,,
2616,Astrea,Astrea,Hard coral,47,3530,Astrea,,
140,Calcareous algae,CALG,Algae,17,828,Macroalgae,,
60,Astreopora,Astreo,Hard coral,73,9878,Astreopora,,
1146,Bare Rock,BARK,Hard Substrate,29,60974,Rock,,
96,Bare Substrate,Bare-Subst,Hard Substrate,57,160475,Bare substrate,,
109,Agariciidae,AGARICIIDA,Hard coral,7,586,Agariciidae,,
2237,Biofilm,biofilm,Soft Substrate,15,5411,Other,,
535,Black crust,BlackCru,Algae,33,14378,Macroalgae,,
4818,Black Fungus Disease (BFD),BFD,Other,35,3644,,,Suggest to remove
684,black sponge,BLs,Other Invertebrates,5,2615,Sponge,,
119,Bleached Hard Coral,B_HC,Hard coral,96,7790,Bleached coral,,
3283,Boulder,Bold,Hard Substrate,10,12533,Other,,
592,Branching Gorgonian,BrGorg,Other Invertebrates,46,9176,Rubble,,
124,Broken coral rubble,C-Rubble,Other,65,81244,Rubble,,
2238,Brown fleshy algae,BrFlesAlg,Algae,47,3240,Macroalgae,,
2480,Bugula sp.,Bug,Other Invertebrates,5,2229,Bugula,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=110839
1403,Calcifying calcareous crustose algae: DHC,CAL_CCA_DC,Algae,10,3766,Crustose coralline algae,,
135,Sea anemone,ANEM,Other Invertebrates,7,564,Anemone,,
3540,Calcium Carbonate,Calc,Other,45,5020,,,Suggest to remove
423,Caulerpa,Caulerpa,Algae,78,20878,Caulerpa,,
101,CCA (crustose coralline algae),CCA,Algae,333,1088719,Crustose coralline algae,,
425,Cladophora sp.,Cldph,Algae,36,2740,Cladophora,,
4774,Cnidaria: True anemones,CNTR,Other Invertebrates,12,2404,Anemone,,
1772,Colpophyllia natans,CoNat,Hard coral,42,8358,Colpophyllia natans,,
180,Mobile invertebrates,MOB-INV,Other Invertebrates,35,1124,Other invertebrates,,
184,Coral,Coral,Hard coral,59,15018,Hard coral,,
134,Corallimorpharia,Collimorph,Other Invertebrates,50,2468,Corallimorpharia,,
1662,Corallina officinalis (substratum),COS,Algae,9,6242,Corallina officinalis,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145108
1269,CRED-Acropora spp_branching,*ACBR,Hard coral,14,33577,Acropora,Branching,
1270,CRED-Acropora spp_tabulate,*ACTA,Hard coral,14,20947,Acropora,Plates or tables,
1271,CRED-Astreopora spp,*ASSP,Hard coral,12,10575,Astreopora,,
189,Seriatopora,Seriatop,Hard coral,65,1551,Seriatopora,,
1327,CRED-Blue-green macroalga,*BGMA,Algae,45,15466,Macroalgae,,
1340,CRED-CCA growing on hard substrate,*CCAH,Hard Substrate,18,288354,Crustose coralline algae,,
220,Codium,Cod,Algae,76,1479,Codium,,
1341,CRED-CCA growing on rubble,*CCAR,Hard Substrate,15,8749,Crustose coralline algae,,
1317,CRED-Corallimorph,*CMOR,Other Invertebrates,17,5792,Coralimorph,,
199,Turbinaria (coral),Turbinaria,Hard coral,74,1551,Turbinaria-coral,,
200,Symphyllia,Symph,Hard coral,59,1196,Symphyllia,,
1264,CRED-Encrusting hard coral,*ENC,Hard coral,17,16105,Acropora,Encrusting,
218,Asparagopsis,Asparago,Algae,48,646,Asparagopsis,,
1337,CRED-Encrusting macroalgae,*EMA,Algae,29,163479,Macroalgae,Encrusting,
1278,CRED-Favia spp,*FASP,Hard coral,10,7897,Favia,,
1279,CRED-Favites spp,*FAVS,Hard coral,9,3766,Favites,,
1344,CRED-Fine sediment,*FINE,Soft Substrate,15,5232,Bare substrate,,
299,Macroalgae: Large canopy-forming : brown,MALCB,Algae,11,889,Macroalgae,,
300,Macroalgae: Large canopy-forming : Ecklonia,ECKL,Algae,7,1840,Ecklonia,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144195
1283,CRED-Goniastrea spp,*GONS,Hard coral,12,7191,Goniastrea,,
1323,CRED-Green macroalgae,*GRMA,Algae,59,3814,Macroalgae,,
1331,CRED-Halimeda spp,*HALI,Algae,42,39968,Halimeda,,
1345,CRED-Hard substrate,*HARD,Hard Substrate,13,6340,Bare substrate,,
1286,CRED-Isopora spp,*ISSP,Hard coral,9,2729,Isopora,,
1287,CRED-Leptastrea spp,*LEPT,Hard coral,15,2910,Leptastrea,,
1290,CRED-Leptoria spp,*LPHY,Hard coral,8,2566,Leptoria,,
1332,CRED-Lobophora spp,*LOBO,Algae,13,5249,Lobophora,,
1289,CRED-Lobophyllia spp,*LOBS,Hard coral,9,2234,Lobophyllia,,
1263,CRED-Massive hard coral,*MASS,Hard coral,16,3293,Hard coral,Massive,
368,Substrate: Unconsolidated (soft): sand/mud,SUSA,Other Invertebrates,22,1151,Sand,,
1333,CRED-Microdictyon spp,*MICR,Algae,41,20679,Microdictyon,,
419,Palythoa sp,Paly,Hard coral,6,505,Palythoa,,
424,Chrysocystis fragilis,CyFa,Algae,8,571,Chrysocystis fragilis,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=375757
1292,CRED-Millepora spp,*MISP,Hard coral,10,2026,Millepora,,
427,Acanthophora spicifera,ASPIC,Algae,42,1556,Acanthophora spicifera,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=211768
1350,CRED-Mobile fauna,*MOBF,Other,15,2896,Other invertebrates,,
1293,CRED-Montipora spp_branching,*MOBR,Hard coral,16,4190,Montipora,Branching,
436,Hypnea musciformis,HMUS,Algae,32,1160,Hypnea musciformis,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145634
1294,CRED-Montipora spp_encrusting,*MOEN,Hard coral,15,85826,Montipora,Encrusting,
1295,CRED-Montipora spp_foliose,*MOFO,Hard coral,15,21266,Montipora,Foliose,
439,Montipora flabellata,MontiFlab,Hard coral,51,1050,Montipora flabellata,,Need to add to MERMAID. WORMS link: https://www.marinespecies.org/aphia.php?p=taxdetails&id=207174
1342,CRED-Octocoral,*OCTO,Other Invertebrates,44,19615,Octocorallia,,
447,Porites monticulosa,PorMont,Hard coral,34,1379,Porites monticulosa,,
1298,CRED-Pachyseris spp,*PACS,Hard coral,11,2611,Pachyseris,,
1335,CRED-Padina spp,*PADI,Algae,14,3595,Padina,,
1300,CRED-Pavona spp_encrusting,*PAEN,Hard coral,15,4790,Pavona,Encrusting,
1299,CRED-Pavona spp_massive,*PAMA,Hard coral,15,2889,Pavona,Massive,
422,Dictyosphaeria,Dictyosph,Algae,31,1446,Dictyosphaeria,,
449,Pocillopora grandis (eydouxi),PocGran,Hard coral,48,837,Pocillopora grandis,,
1336,CRED-Peyssonnelia spp,*PESP,Algae,17,77041,Peyssonnelia,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144051
1302,CRED-Platygyra spp,*PLSP,Hard coral,9,2247,Platygyra,,
442,Pavona varians,PavVar,Hard coral,55,969,Pavona varians,,
1304,CRED-Pocillopora spp,*POCS,Hard coral,16,34661,Pocillopora,,
1305,CRED-Porites spp_branching,*POBR,Hard coral,16,18046,Porites,Branching,
1307,CRED-Porites spp_encrusting,*POEN,Hard coral,15,26200,Porites,Encrusting,
460,Fish,FISH,Other,149,500,Other,,Suggest to remove
1308,CRED-Porites spp_foliose,*POFO,Hard coral,13,11879,Porites,Foliose,
508,Caulerpa racemosa,CauRac,Algae,20,766,Caulerpa racemosa,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=144472
511,Codium fragile,CodErc,Algae,5,1159,Codium fragile,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=145086
1306,CRED-Porites spp_massive,*POMA,Hard coral,16,69448,Porites,Massive,
1325,CRED-Red macroalgae,*RDMA,Algae,51,9886,Macroalgae,,
533,No Data,NODATA,Other,5,1524,,,Suggest to remove
1346,CRED-Rubble substrate,*RUB,Hard Substrate,12,2380,Rubble,,
1347,CRED-Sand,*SAND,Soft Substrate,15,89515,Sand,,
1353,CRED-Shadow,*SHAD,Other,16,60058,Other,,
1319,CRED-Sponge,*SP,Other Invertebrates,14,2605,Sponge,,
1310,CRED-Stylophora spp,*STYS,Hard coral,9,2159,Stylophora,,
1351,CRED-Tape,*TAPE,Other,16,2603,Other,,
1312,CRED-Turbinaria spp,*TURS,Hard coral,9,2350,Turbinaria-coral,,
1348,CRED-Turf growing on hard substrate,*TURFH,Hard Substrate,18,1216402,Turf algae,,
1349,CRED-Turf growing on rubble,*TURFR,Hard Substrate,15,38295,Turf algae,,
1354,CRED-Unclassified/Unknown,*UNK,Other,21,71647,Unknown,,
1338,CRED-Upright macroalgae,*UPMA,Algae,16,7987,Macroalgae,,
1352,CRED-Wand,*WAND,Other,15,6954,Other,,
357,Crustacea: Barnacles,CRB,Other Invertebrates,14,57201,Other invertebrates,,
141,Crustose coralline algae,CCA 1,Algae,26,27014,Crustose coralline algae,,
643,Algae (foliose),AL_fol,Algae,6,1753,Macroalgae,Foliose,
2543,Cyanobacteria,CYANOB,Other,95,247654,Cyanobacteria,,
637,Tridacna: Giant clam,GiCl,Other Invertebrates,53,789,Tridacna giant clam,,
606,Acropora (plating),Acr_plat,Hard coral,7,522,Acropora,Plates or tables,
143,Cyanobacteria films,CYAN,Other,15,2136,Cyanobacteria,,
663,Red sponge,RedS,Other Invertebrates,5,1533,Sponge,,
61,Cyphastrea,Cypha,Hard coral,74,7211,Cyphastrea,,
105,Dead coral,D_coral,Hard Substrate,138,200316,Dead coral,,
756,Kelp (unidentifed Laminariales),KELP,Other Invertebrates,5,746,Macroalgae,,Should we add Kelp in the database? Or just put it as Macroalgae?
1176,Porites furcata,PorFurc,Hard coral,23,1567,Porites furcata,,
635,Dead coral with algae,DeadAlg,Other,25,22955,Dead coral,,
3484,Detritus,detritus,Soft Substrate,17,17254,Other,,
503,Dictyota,Dictyota,Algae,130,206655,Dictyota,,
4589,Dead Acropora (branching),DAcropBra,Hard coral,5,831,Dead coral,,
401,Dictyota spp,Dict,Algae,8,2012,Dictyota,,
164,Diploastrea,Diplo,Hard coral,63,3727,Diploastrea,,
1187,Diploria labyrinthiformis,DiplLab,Hard coral,46,2955,Diploria labyrinthiformis,,
988,Barnacles,Barn,Other Invertebrates,8,1720,Other invertebrates,,
1034,Leptastrea purpurea,LPurp,Hard coral,51,695,Leptastrea purpurea,,
1609,Dipsastraea,Dipsa,Hard coral,63,12712,Dipsastraea,,
1145,"Brown algae, unidentified",BRUN,Algae,15,890,Macroalgae,,
1162,Echinometra mathaei,EMath,Other Invertebrates,5,1144,Echinometra mathaei,,Need to add to MERMAID: https://www.marinespecies.org/aphia.php?p=taxdetails&id=213383
1432,EAM: Dead Hard Coral,EAM_DHC,Algae,13,153688,Dead coral,,
342,Echinoderms: sea urchin,Urchins,Other Invertebrates,160,4120,Sea urchin,,
99,Echinopora,Echinopora,Hard coral,64,18034,Echinopora,,
